"sentence","label","tokens"
"I'd choose one in the mid-range price category, mainly because I can't afford the top end but also the cheaper ones won't be as good. I'd choose one with a large screen because I need to use multiple windows for work. I'd also choose one with a fast processor and a lot of storage, other than that I'm not fussy.",2,"choose|one|in|the|mid|range|price|category|mainly|because|can|afford|the|top|end|but|also|the|cheaper|ones|won|be|as|good|choose|one|with|large|screen|because|need|to|use|multiple|windows|for|work|also|choose|one|with|fast|processor|and|lot|of|storage|other|than|that|not|fussy"
"One that is versatile and will last long. To be honest a good warranty would be most important, but good screen size, good engine and good reputation will do",2,"one|that|is|versatile|and|will|last|long|to|be|honest|good|warranty|would|be|most|important|but|good|screen|size|good|engine|and|good|reputation|will|do"
"I would refer lather brands of jacket as I lasts long and is very comfortable as well.",2,"would|refer|lather|brands|of|jacket|as|lasts|long|and|is|very|comfortable|as|well"
"My new jacket will have funky colors and/or design, will be lightweight but heavy enough to make a difference, and will have big pockets and be full-zipper style so it doesn't have to go over my head.",2,"my|new|jacket|will|have|funky|colors|and|or|design|will|be|lightweight|but|heavy|enough|to|make|difference|and|will|have|big|pockets|and|be|full|zipper|style|so|it|doesn|have|to|go|over|my|head"
"My laptop has broken! I need a new one but i'm not really bothered what one I get. As long as it lets me on the internet and I can still do my work, it doesn't have to be a good one. I might buy one second hand. ",2,"my|laptop|has|broken|need|new|one|but|not|really|bothered|what|one|get|as|long|as|it|lets|me|on|the|internet|and|can|still|do|my|work|it|doesn|have|to|be|good|one|might|buy|one|second|hand"
"I would choose an Apple MacBook Air. I wouldn't decide on the size of the laptop until I actually bought it. ",2,"would|choose|an|apple|macbook|air|wouldn|decide|on|the|size|of|the|laptop|until|actually|bought|it"
"I am planning o buy a laptop that has the i9 core board with a good screen, yoga type to be able to have a large number of movement available for it. I require a good video card to ensure quality of image to enhance my works ",2,"am|planning|buy|laptop|that|has|the|core|board|with|good|screen|yoga|type|to|be|able|to|have|large|number|of|movement|available|for|it|require|good|video|card|to|ensure|quality|of|image|to|enhance|my|works"
"I would choose a Dell XPS 15 as a replacement because I have seen online reviews about how good it is, and would like to see for myself.",2,"would|choose|dell|xps|as|replacement|because|have|seen|online|reviews|about|how|good|it|is|and|would|like|to|see|for|myself"
"Pockets on both sides. Brown leather. Extra large. ",2,"pockets|on|both|sides|brown|leather|extra|large"
"A canvas jacket with the cloth, cotton hood that zips up in the front and has buttons over the zipper.",2,"canvas|jacket|with|the|cloth|cotton|hood|that|zips|up|in|the|front|and|has|buttons|over|the|zipper"
"I would want a MacBook Pro.  I would research how to buy a used and refurbished one online and from Apple.   I would look for the best deal and try to find the best laptop at the cheapest price.",2,"would|want|macbook|pro|would|research|how|to|buy|used|and|refurbished|one|online|and|from|apple|would|look|for|the|best|deal|and|try|to|find|the|best|laptop|at|the|cheapest|price"
"The laptop I'd get is a newer more modern PC. Ideally one with a very high definition screen, a larger ssd and sufficient RAM (greater than 8 gig of RAM).",2,"the|laptop|get|is|newer|more|modern|pc|ideally|one|with|very|high|definition|screen|larger|ssd|and|sufficient|ram|greater|than|gig|of|ram"
"Id opt for a light weight jacket maybe denim as summer is approaching.",2,"id|opt|for|light|weight|jacket|maybe|denim|as|summer|is|approaching"
"I'd like to get HP or Acer, as I'm kinda loyal to these brands. Nothing too fancy, just a laptop for work, durable, 14-16''",2,"like|to|get|hp|or|acer|as|kinda|loyal|to|these|brands|nothing|too|fancy|just|laptop|for|work|durable"
"Thigh length, lightweight, preferably with a hood in a khaki/green colour. Needs to look a bit like a parka.",2,"thigh|length|lightweight|preferably|with|hood|in|khaki|green|colour|needs|to|look|bit|like|parka"
"I want to buy a smart/casual  tweed jacket that I can wear for everyday use.  I am not particular about which type of colour it has to be.",2,"want|to|buy|smart|casual|tweed|jacket|that|can|wear|for|everyday|use|am|not|particular|about|which|type|of|colour|it|has|to|be"
"Well, I would go to the JCrew website and see if they had another sherpa jacket for sale. I would be happy with a carbon copy replacement.",2,"well|would|go|to|the|jcrew|website|and|see|if|they|had|another|sherpa|jacket|for|sale|would|be|happy|with|carbon|copy|replacement"
"I would probably choose a cheap windows based laptop as it would be sufficient for all my needs",2,"would|probably|choose|cheap|windows|based|laptop|as|it|would|be|sufficient|for|all|my|needs"
"I would probably choose a macbook as a replacement laptop. I've never had one and it would be nice to try. I would get a galaxy case and keyboard cover to match to protect my laptop. I would also cover the top with stickers.",2,"would|probably|choose|macbook|as|replacement|laptop|ve|never|had|one|and|it|would|be|nice|to|try|would|get|galaxy|case|and|keyboard|cover|to|match|to|protect|my|laptop|would|also|cover|the|top|with|stickers"
"I would want a black jacket, very light weight, very well priced, and a nice design that I would like being seen in everyday.",2,"would|want|black|jacket|very|light|weight|very|well|priced|and|nice|design|that|would|like|being|seen|in|everyday"
"I need a laptop with enough RAM to run Photoshop and video editing applications. It a,so needs a good graphics card.",2,"need|laptop|with|enough|ram|to|run|photoshop|and|video|editing|applications|it|so|needs|good|graphics|card"
"I want a down jacket with heavy fill and a removable hood, preferably with faux fur around the edges. I also want it not to cost a lot, like the jackets from BJs/Costco.",2,"want|down|jacket|with|heavy|fill|and|removable|hood|preferably|with|faux|fur|around|the|edges|also|want|it|not|to|cost|lot|like|the|jackets|from|bjs|costco"
"I would buy something light and wind proof that is long enough to cover my bum!",2,"would|buy|something|light|and|wind|proof|that|is|long|enough|to|cover|my|bum"
"I am going to buy a warm parka. I want one that is light but still warm, probably goose down. I don't want it to be too long, not covering my butt. I would also like a colour other than black because everyone has black jackets!",2,"am|going|to|buy|warm|parka|want|one|that|is|light|but|still|warm|probably|goose|down|don|want|it|to|be|too|long|not|covering|my|butt|would|also|like|colour|other|than|black|because|everyone|has|black|jackets"
"I would want a fast laptop. And one that would be able to handle all the stuff that I run on here",2,"would|want|fast|laptop|and|one|that|would|be|able|to|handle|all|the|stuff|that|run|on|here"
"I would like a Windows laptop with a 15"" screen and an i5 or i7 processor.  I would like it to have 16gb RAM and at least a 512gb SSD drive.",2,"would|like|windows|laptop|with|screen|and|an|or|processor|would|like|it|to|have|gb|ram|and|at|least|gb|ssd|drive"
"I would purchase an Apple laptop. I like apple products, they have great customer service support and products that last a long time. I find that Apple products are also very easy to navigate through, So that is why I would choose andApple laptop as a replacement. ",2,"would|purchase|an|apple|laptop|like|apple|products|they|have|great|customer|service|support|and|products|that|last|long|time|find|that|apple|products|are|also|very|easy|to|navigate|through|so|that|is|why|would|choose|andapple|laptop|as|replacement"
"I would want a quit smart jacket, maybe blue, grey or brown but a dark material not light. Single breasted with pockets. A traditional design",2,"would|want|quit|smart|jacket|maybe|blue|grey|or|brown|but|dark|material|not|light|single|breasted|with|pockets|traditional|design"
"A warm jacket, padded but not with down. I would like it to be turquoise and have a hood. I would buy it from Selkie because it is my favourite brand. ",2,"warm|jacket|padded|but|not|with|down|would|like|it|to|be|turquoise|and|have|hood|would|buy|it|from|selkie|because|it|is|my|favourite|brand"
"I dnt usually were jackets i wear cardigans. Usually long enough 1s that cover my bum and black",2,"dnt|usually|were|jackets|wear|cardigans|usually|long|enough|that|cover|my|bum|and|black"
"I need a new laptop. I like the idea of getting one with a shiny coloured top, preferably red or purple. It needs to run on windows 10 as that would be ideal for work. Ialso need a case for it. I would like one from Lenovo as they have a good reputation.",2,"need|new|laptop|like|the|idea|of|getting|one|with|shiny|coloured|top|preferably|red|or|purple|it|needs|to|run|on|windows|as|that|would|be|ideal|for|work|ialso|need|case|for|it|would|like|one|from|lenovo|as|they|have|good|reputation"
"i would buy a laptop that a lots of memory have the latest processor in it and with a fairly decent graphics card so it could play complex games. it would be a medium screen size probably black in colour and be recommended by others on reviews i would take my time to decided if it was good enough for me and would be from a well known brand and something i could afford",2,"would|buy|laptop|that|lots|of|memory|have|the|latest|processor|in|it|and|with|fairly|decent|graphics|card|so|it|could|play|complex|games|it|would|be|medium|screen|size|probably|black|in|colour|and|be|recommended|by|others|on|reviews|would|take|my|time|to|decided|if|it|was|good|enough|for|me|and|would|be|from|well|known|brand|and|something|could|afford"
"I would want a really warm feather down jacket preferably to just above my knee with a belted waist.",2,"would|want|really|warm|feather|down|jacket|preferably|to|just|above|my|knee|with|belted|waist"
"I’m going to buy a laptop for admin and using the internet at home",2,"going|to|buy|laptop|for|admin|and|using|the|internet|at|home"
"I'd really like to get a leather jacket. Preferably a Harley, but any motorcycle jacket will do as long as its well made. I wouldn't mind if it was cheap as long it didn't look cheap. I try to buy secondhand anyway.",2,"really|like|to|get|leather|jacket|preferably|harley|but|any|motorcycle|jacket|will|do|as|long|as|its|well|made|wouldn|mind|if|it|was|cheap|as|long|it|didn|look|cheap|try|to|buy|secondhand|anyway"
"I'd choose a laptop which is future proofed and could play the latest games at full resolution.",2,"choose|laptop|which|is|future|proofed|and|could|play|the|latest|games|at|full|resolution"
"I want a jacket that will keep me warm in the cold and is not too costly! I would prefer it is very easy to wash and looks stylish too! ",2,"want|jacket|that|will|keep|me|warm|in|the|cold|and|is|not|too|costly|would|prefer|it|is|very|easy|to|wash|and|looks|stylish|too"
"A warm, highly reccomended, affordable but good quality garment",2,"warm|highly|reccomended|affordable|but|good|quality|garment"
"I want a laptop that is fast and can hold alot of storage I'm thinking 1TB and at least 8gb ram so that me and my family can all use it for work and game purposes! I want it to be up to date looking sleek in design! ",2,"want|laptop|that|is|fast|and|can|hold|alot|of|storage|thinking|tb|and|at|least|gb|ram|so|that|me|and|my|family|can|all|use|it|for|work|and|game|purposes|want|it|to|be|up|to|date|looking|sleek|in|design"
"the jacket is dark green, velvet with three gold buttons and three smalle ones on each sleeve. There are two deep pockets, and the jacket is lined with silk with a colored rose and peony design
",2,"the|jacket|is|dark|green|velvet|with|three|gold|buttons|and|three|smalle|ones|on|each|sleeve|there|are|two|deep|pockets|and|the|jacket|is|lined|with|silk|with|colored|rose|and|peony|design"
"I would want a black leather jacket. It would have to be able to withstand the weather, and the cold outside. It would also not show signs of age, and keep me warm, and not let me get a chill. I would also have to buy a hoodie with it, so I would have a hood when it is raining or snowing.",2,"would|want|black|leather|jacket|it|would|have|to|be|able|to|withstand|the|weather|and|the|cold|outside|it|would|also|not|show|signs|of|age|and|keep|me|warm|and|not|let|me|get|chill|would|also|have|to|buy|hoodie|with|it|so|would|have|hood|when|it|is|raining|or|snowing"
"I would most likely buy and HP laptop. It would be black and medium size and probably on the thin side so it's easy to haul around.",2,"would|most|likely|buy|and|hp|laptop|it|would|be|black|and|medium|size|and|probably|on|the|thin|side|so|it|easy|to|haul|around"
"Light weight and easy to transport ideally an Apple Mac although I know they are pricey and would need to consider this. High spec so that it runs with speed and ease.",2,"light|weight|and|easy|to|transport|ideally|an|apple|mac|although|know|they|are|pricey|and|would|need|to|consider|this|high|spec|so|that|it|runs|with|speed|and|ease"
"I would choose a warm and waterproof jacket.  One that had a number of big pockets and a hood.  I would also choose a dark colour and a longer length jacket, possibly by a well known brand to ensure quality.",2,"would|choose|warm|and|waterproof|jacket|one|that|had|number|of|big|pockets|and|hood|would|also|choose|dark|colour|and|longer|length|jacket|possibly|by|well|known|brand|to|ensure|quality"
"A silver colour laptop, with a 15"" HD screen, long life battery, powered by Windows 10 software, easy to use and look after, a laptop that the whole family can use for a number of different things ",2,"silver|colour|laptop|with|hd|screen|long|life|battery|powered|by|windows|software|easy|to|use|and|look|after|laptop|that|the|whole|family|can|use|for|number|of|different|things"
"I am looking for a lightweight, waterproof jacket in a nice pastel colour. Ideally it should be warm as well, so that I can wear it all year round.",2,"am|looking|for|lightweight|waterproof|jacket|in|nice|pastel|colour|ideally|it|should|be|warm|as|well|so|that|can|wear|it|all|year|round"
"At this time of year in Spring, I would choose a lighter weight, jacket, in a cream colour, and one that is shower proof. I prefer longer length jackets, rather than short ones, so I shall look out for one like that.",2,"at|this|time|of|year|in|spring|would|choose|lighter|weight|jacket|in|cream|colour|and|one|that|is|shower|proof|prefer|longer|length|jackets|rather|than|short|ones|so|shall|look|out|for|one|like|that"
"One with 1 tb of storage, 360 degree flipping capacity, 8 GB RAM, touch screen, maybe black or silver in color, should come fully loaded with necessary programs, and have security features to unlock.It should be light, thin and have a good battery life. ",2,"one|with|tb|of|storage|degree|flipping|capacity|gb|ram|touch|screen|maybe|black|or|silver|in|color|should|come|fully|loaded|with|necessary|programs|and|have|security|features|to|unlock|it|should|be|light|thin|and|have|good|battery|life"
"a suede jacket in the style of a leather jacket with lapels, in a grey colour that would go with everything, short.",2,"suede|jacket|in|the|style|of|leather|jacket|with|lapels|in|grey|colour|that|would|go|with|everything|short"
"The replacement jacket I will be buying will be a black, bomber jacket reminiscent of the 60s Mod scene and will have a tartan pattern inside. ",2,"the|replacement|jacket|will|be|buying|will|be|black|bomber|jacket|reminiscent|of|the|mod|scene|and|will|have|tartan|pattern|inside"
"I would like something practical but stylish. A hood would be good and i like to have some sort of belt or draw string at the waist. I tend to  be drawn to darker colors as these are more practical. i would also like the jacket to be waterproof .",2,"would|like|something|practical|but|stylish|hood|would|be|good|and|like|to|have|some|sort|of|belt|or|draw|string|at|the|waist|tend|to|be|drawn|to|darker|colors|as|these|are|more|practical|would|also|like|the|jacket|to|be|waterproof"
"The new laptop I am going to buy will have a large amount of storage space, so I can store all my files and photos without slowing it down. This new laptop has good reviews from other customers and one of the things they say is that it starts up quickly and they highly recommend this model. I'm pleased that it is also lightweight, as I carry my laptop around a lot, so this is important. It's a good price and judging by the reviews, I think I have picked a laptop that will be perfect for me.",2,"the|new|laptop|am|going|to|buy|will|have|large|amount|of|storage|space|so|can|store|all|my|files|and|photos|without|slowing|it|down|this|new|laptop|has|good|reviews|from|other|customers|and|one|of|the|things|they|say|is|that|it|starts|up|quickly|and|they|highly|recommend|this|model|pleased|that|it|is|also|lightweight|as|carry|my|laptop|around|lot|so|this|is|important|it|good|price|and|judging|by|the|reviews|think|have|picked|laptop|that|will|be|perfect|for|me"
"Firstly I would need a laptop with a bigger screen then 15""
Secondly, I would need memory RAM size over 8GB.
Thirdly, Storage needs to be above 500gb and potentially SSD.
Fourthly, graphics need to be AMD and processor at least i5.",2,"firstly|would|need|laptop|with|bigger|screen|then|secondly|would|need|memory|ram|size|over|gb|thirdly|storage|needs|to|be|above|gb|and|potentially|ssd|fourthly|graphics|need|to|be|amd|and|processor|at|least"
"A practical jacket that I could wear for many occasions- on the school run to work, generally out and about e.g. shopping. Would need it to be appropriate to the season e.g. warm and waterproof. A neutral colour that I could wear with many outfits. ",2,"practical|jacket|that|could|wear|for|many|occasions|on|the|school|run|to|work|generally|out|and|about|shopping|would|need|it|to|be|appropriate|to|the|season|warm|and|waterproof|neutral|colour|that|could|wear|with|many|outfits"
"Up to date, latest operating systems, light, portable and easy to use - not too worried what colour, or brand particularly but might look for an apple product to complement other apple products already owned.",2,"up|to|date|latest|operating|systems|light|portable|and|easy|to|use|not|too|worried|what|colour|or|brand|particularly|but|might|look|for|an|apple|product|to|complement|other|apple|products|already|owned"
"Something affordable but not compromising too much on specifications lightweight for portability and good battery life too good brand also",2,"something|affordable|but|not|compromising|too|much|on|specifications|lightweight|for|portability|and|good|battery|life|too|good|brand|also"
"I want a laptop that is functional, reliable, has a good screen, at an acceptable price point.  It should be light and portable but also durable.  It should have a long lasting battery.",2,"want|laptop|that|is|functional|reliable|has|good|screen|at|an|acceptable|price|point|it|should|be|light|and|portable|but|also|durable|it|should|have|long|lasting|battery"
"I would probably buy a new versions m of my laptop, another 15"" MacBook pro as a replacement .",2,"would|probably|buy|new|versions|of|my|laptop|another|macbook|pro|as|replacement"
"The jacket I'm looking for is a dark olive colour. It doesn't have a hood, but it is puffy and well insulated. It's very light, and has simply a zip and no buttons. ",2,"the|jacket|looking|for|is|dark|olive|colour|it|doesn|have|hood|but|it|is|puffy|and|well|insulated|it|very|light|and|has|simply|zip|and|no|buttons"
"I would want a puffy black jacket with a hood. I would want it to be well insulated and have large pockets in the front. ",2,"would|want|puffy|black|jacket|with|hood|would|want|it|to|be|well|insulated|and|have|large|pockets|in|the|front"
"A simple black jacket, that is tailored at the waist and has black buttons",2,"simple|black|jacket|that|is|tailored|at|the|waist|and|has|black|buttons"
"I would like a black bomber jacket preferably from topman. I've seen one that is quite good for about £20 ",2,"would|like|black|bomber|jacket|preferably|from|topman|ve|seen|one|that|is|quite|good|for|about"
"I would want a long down filled jacket that is hooded and waterproof ",2,"would|want|long|down|filled|jacket|that|is|hooded|and|waterproof"
"Black, weather lined jacket for all-weather outdoor performance. Waterproof with velcro wrist straps and double ended zips with velcro zip cover. Integral hood with corded elastic. Internal and external zipped and velcroed coat pockets. Reflective strips for low light and night wear. ",2,"black|weather|lined|jacket|for|all|weather|outdoor|performance|waterproof|with|velcro|wrist|straps|and|double|ended|zips|with|velcro|zip|cover|integral|hood|with|corded|elastic|internal|and|external|zipped|and|velcroed|coat|pockets|reflective|strips|for|low|light|and|night|wear"
"Wierd Fish brand dry wax impregnated brown jacket, insulated and with lots of pockets.",2,"wierd|fish|brand|dry|wax|impregnated|brown|jacket|insulated|and|with|lots|of|pockets"
"I'm going to buy a winter jacket. It will have pitzips - zippers that go up the sides, the armpits, and the underside of the sleeves. That's the most important thing if you're biking, so you can stay warm, but also vent the jacket so you don't overheat. ",2,"going|to|buy|winter|jacket|it|will|have|pitzips|zippers|that|go|up|the|sides|the|armpits|and|the|underside|of|the|sleeves|that|the|most|important|thing|if|you|re|biking|so|you|can|stay|warm|but|also|vent|the|jacket|so|you|don|overheat"
"i would like a jacket with good protection for the laptop a nice colour and at a reasonable price ",2,"would|like|jacket|with|good|protection|for|the|laptop|nice|colour|and|at|reasonable|price"
"15-inch Mac laptop with a reasonably fast CPU but not top of the line with at least a 512GB ssd.",2,"inch|mac|laptop|with|reasonably|fast|cpu|but|not|top|of|the|line|with|at|least|gb|ssd"
"I want a jacket that is dark in color and heavy enough to withstand the cold.  A hood would be a plus, but isn't necessary.",2,"want|jacket|that|is|dark|in|color|and|heavy|enough|to|withstand|the|cold|hood|would|be|plus|but|isn|necessary"
"I plan to shop for a laptop in the next couple of months. I will purchase a PC that is heavy duty and business friendly. I want it to last for many years.",2,"plan|to|shop|for|laptop|in|the|next|couple|of|months|will|purchase|pc|that|is|heavy|duty|and|business|friendly|want|it|to|last|for|many|years"
"it would be a branded jacket, that would be warm as well as comfortable",2,"it|would|be|branded|jacket|that|would|be|warm|as|well|as|comfortable"
"One that can hold all my files and photos, that I can use for studying and working, to access social media, and maybe one I can play games on ",2,"one|that|can|hold|all|my|files|and|photos|that|can|use|for|studying|and|working|to|access|social|media|and|maybe|one|can|play|games|on"
"I'd purchase a silver laptop around 13 inches. It would have speakers built-in on the sides of the laptop and it would be the most up to date one of the market that could fit with my budget.",2,"purchase|silver|laptop|around|inches|it|would|have|speakers|built|in|on|the|sides|of|the|laptop|and|it|would|be|the|most|up|to|date|one|of|the|market|that|could|fit|with|my|budget"
"I would probably opt for a laptop with a touchscreen which can be folded to use like a tablet. Lenovo Yoga style. ",2,"would|probably|opt|for|laptop|with|touchscreen|which|can|be|folded|to|use|like|tablet|lenovo|yoga|style"
"a hp one. not top of the range or anything special, just one that is strong enough to support browsing, videos, downloads etc.",2,"hp|one|not|top|of|the|range|or|anything|special|just|one|that|is|strong|enough|to|support|browsing|videos|downloads|etc"
"macbook air 2020 that is affordable, light, and reliable. it would be 12-13 inches",2,"macbook|air|that|is|affordable|light|and|reliable|it|would|be|inches"
"I would buy a casual every day jacket that I could wear with most outfits but it must be warm and waterproof",2,"would|buy|casual|every|day|jacket|that|could|wear|with|most|outfits|but|it|must|be|warm|and|waterproof"
"I would choose a hoodie. I has to have pockets for my wallet and my phone. I like hoodies in case it rains. It would have to be black.",2,"would|choose|hoodie|has|to|have|pockets|for|my|wallet|and|my|phone|like|hoodies|in|case|it|rains|it|would|have|to|be|black"
"I would like a laptop that does not cost too much money. I would like to to be able to access the internet and have a webcam but other than that I am not too fussy.",2,"would|like|laptop|that|does|not|cost|too|much|money|would|like|to|to|be|able|to|access|the|internet|and|have|webcam|but|other|than|that|am|not|too|fussy"
"I would want a nice warm jacket that looks stylish, which I could wear to most occasions; not too expensive though.",2,"would|want|nice|warm|jacket|that|looks|stylish|which|could|wear|to|most|occasions|not|too|expensive|though"
"It would be a two-tone jacket, as I don't like multicolor clothing most of the time as it stands out way too much. Something like black and red. It would have a hood, and be somewhat water resistant. ",2,"it|would|be|two|tone|jacket|as|don|like|multicolor|clothing|most|of|the|time|as|it|stands|out|way|too|much|something|like|black|and|red|it|would|have|hood|and|be|somewhat|water|resistant"
"Warm, fluffy, waterproof, stylish, zipped, cozy, comfortable, soft ",2,"warm|fluffy|waterproof|stylish|zipped|cozy|comfortable|soft"
"I would want a laptop that is capable of being able to play games, but also capable to do other smaller tasks like watching movies and even some light video editing. ",2,"would|want|laptop|that|is|capable|of|being|able|to|play|games|but|also|capable|to|do|other|smaller|tasks|like|watching|movies|and|even|some|light|video|editing"
"I need a laptop under $1,000 with 16gb of RAM and at least 500gb of memory installed. I'd prefer a laptop with good battery life, a nice keyboard, and trackpad. ",2,"need|laptop|under|with|gb|of|ram|and|at|least|gb|of|memory|installed|prefer|laptop|with|good|battery|life|nice|keyboard|and|trackpad"
"A relatively long coat thats green and has a fluffy hood.",2,"relatively|long|coat|thats|green|and|has|fluffy|hood"
"Rapid, with a large SSD storage drive, a large, clear screen. Also needs to be relatively light and easy to carry around, good battery life.",2,"rapid|with|large|ssd|storage|drive|large|clear|screen|also|needs|to|be|relatively|light|and|easy|to|carry|around|good|battery|life"
"I need a laptop that has 16 GB of RAM. A backlit keyboard is also essential. SSD preferred. Physical blemishes that create a discount are great.",2,"need|laptop|that|has|gb|of|ram|backlit|keyboard|is|also|essential|ssd|preferred|physical|blemishes|that|create|discount|are|great"
"lightly quilted racer type jacket in a dark tan or blue, waist length. I would prefer it to be material as oppose to leather. The jacket will have silver buttons and zip fastenings, I would prefer the collar not to be quilted as it's approaching spring and  I wouldn't want to get to warm under the collar. I would also like the normal two pockets down each side, without any pockets towards the top of the jacket",2,"lightly|quilted|racer|type|jacket|in|dark|tan|or|blue|waist|length|would|prefer|it|to|be|material|as|oppose|to|leather|the|jacket|will|have|silver|buttons|and|zip|fastenings|would|prefer|the|collar|not|to|be|quilted|as|it|approaching|spring|and|wouldn|want|to|get|to|warm|under|the|collar|would|also|like|the|normal|two|pockets|down|each|side|without|any|pockets|towards|the|top|of|the|jacket"
"I'd probably purchase a newer model as an 'upgrade'.",2,"probably|purchase|newer|model|as|an|upgrade"
"I would like a lightweight and easy to use laptop, I do not require many fancy features, but like something that is aesthetically pleasing. I would pay for a fast processor and decent memory as I use this for both work and home use. ",2,"would|like|lightweight|and|easy|to|use|laptop|do|not|require|many|fancy|features|but|like|something|that|is|aesthetically|pleasing|would|pay|for|fast|processor|and|decent|memory|as|use|this|for|both|work|and|home|use"
"I'd like to get one of those brown flying jackets with the fluffy collars, must be real leather though.",2,"like|to|get|one|of|those|brown|flying|jackets|with|the|fluffy|collars|must|be|real|leather|though"
"I would want a modern laptop that has a fast processing speed and large storage. It must be reliable and look clean. ",2,"would|want|modern|laptop|that|has|fast|processing|speed|and|large|storage|it|must|be|reliable|and|look|clean"
"Something comfortable and warm with a zip closure. Probably red or blue. ",2,"something|comfortable|and|warm|with|zip|closure|probably|red|or|blue"
"It is a navy blue twill fabric and is a typical single breasted blazer style with three buttons and lapels in a deeper blue twill fabric.",2,"it|is|navy|blue|twill|fabric|and|is|typical|single|breasted|blazer|style|with|three|buttons|and|lapels|in|deeper|blue|twill|fabric"
"i would be buying an apple macbook because i need it for video editing and graphic design mostly.",2,"would|be|buying|an|apple|macbook|because|need|it|for|video|editing|and|graphic|design|mostly"
"Mountain Equipment jacket as they're cheap for what you get.",2,"mountain|equipment|jacket|as|they|re|cheap|for|what|you|get"
"I want a suite jacket a overcoat jacket long woollen sewed jacket to hang below the knees somethink like they have in the peeky blinders must be black and must be smart looking ",2,"want|suite|jacket|overcoat|jacket|long|woollen|sewed|jacket|to|hang|below|the|knees|somethink|like|they|have|in|the|peeky|blinders|must|be|black|and|must|be|smart|looking"
"I want a jacket that is soft on the inside but heavy duty on the outside. It has to be able to withstand rain and snow without feeling like the wind is blowing right through it.",2,"want|jacket|that|is|soft|on|the|inside|but|heavy|duty|on|the|outside|it|has|to|be|able|to|withstand|rain|and|snow|without|feeling|like|the|wind|is|blowing|right|through|it"
"An elegant laptop with a large display and that is lightweight, with an excellent battery life and integrated webcam and optical drive.",2,"an|elegant|laptop|with|large|display|and|that|is|lightweight|with|an|excellent|battery|life|and|integrated|webcam|and|optical|drive"
"I want a lightweight waterproof jacket with a hood that will do me all year round.",2,"want|lightweight|waterproof|jacket|with|hood|that|will|do|me|all|year|round"
"I`d like something that I could wear year round, warm enough for the winter but not so warm I couldn`t wear it in the spring. It also needs to be neutral enough that it goes with any outfit.",2,"like|something|that|could|wear|year|round|warm|enough|for|the|winter|but|not|so|warm|couldn|wear|it|in|the|spring|it|also|needs|to|be|neutral|enough|that|it|goes|with|any|outfit"
"very fast processor; light; decent battery life; best bang for buck; will last at least two years; will not consider anything that becomes obsolete in less than two years.",2,"very|fast|processor|light|decent|battery|life|best|bang|for|buck|will|last|at|least|two|years|will|not|consider|anything|that|becomes|obsolete|in|less|than|two|years"
"a quilted navy jacket with a detachable hood that has a fur trim. It has gold popper buttons that fasten over a zip. It has pockets, and it looks a little like a hunting jacket, just more fitted. ",2,"quilted|navy|jacket|with|detachable|hood|that|has|fur|trim|it|has|gold|popper|buttons|that|fasten|over|zip|it|has|pockets|and|it|looks|little|like|hunting|jacket|just|more|fitted"
"um, I would probably choose an oversized, maybe one from the men's section. Most probably a black blazer made of tweed material. I would like for the buttons to be accent buttons, most probably golden buttons with vintage prints on them. ",2,"um|would|probably|choose|an|oversized|maybe|one|from|the|men|section|most|probably|black|blazer|made|of|tweed|material|would|like|for|the|buttons|to|be|accent|buttons|most|probably|golden|buttons|with|vintage|prints|on|them"
"Something waterproof, preferably black, and warm for the winter. Zipped pockets and also an inside pocket to put my valuables.",2,"something|waterproof|preferably|black|and|warm|for|the|winter|zipped|pockets|and|also|an|inside|pocket|to|put|my|valuables"
"a deep, blue soft denim jacket with pockets and buttons",2,"deep|blue|soft|denim|jacket|with|pockets|and|buttons"
"I would choose a laptop that has at least a 13inch screen size and probably one that is either HP or Apple.",2,"would|choose|laptop|that|has|at|least|inch|screen|size|and|probably|one|that|is|either|hp|or|apple"
"I need a laptop that is pretty fast and has a lot of hard drive space.  I have to download large video files for my work so I need something that has at least a few hundred gigabytes.  I also need to be able to watch livestreams for my work, so it has to run pretty fast and smoothly.  Hopefully I can find something for not too expensive, maybe something like $500.",2,"need|laptop|that|is|pretty|fast|and|has|lot|of|hard|drive|space|have|to|download|large|video|files|for|my|work|so|need|something|that|has|at|least|few|hundred|gigabytes|also|need|to|be|able|to|watch|livestreams|for|my|work|so|it|has|to|run|pretty|fast|and|smoothly|hopefully|can|find|something|for|not|too|expensive|maybe|something|like"
"I would choose a macbook because it has all the softwares that my profession needs.",2,"would|choose|macbook|because|it|has|all|the|softwares|that|my|profession|needs"
"A laptop that had good gaming capabilities while being budget friendly ",2,"laptop|that|had|good|gaming|capabilities|while|being|budget|friendly"
"My new jacket will be light weight but comfy so I can enjoy it during the upcoming months when it will be chilly in the mornings. I'm not sure what color it will be, but probably something neutral like black or gray.",2,"my|new|jacket|will|be|light|weight|but|comfy|so|can|enjoy|it|during|the|upcoming|months|when|it|will|be|chilly|in|the|mornings|not|sure|what|color|it|will|be|but|probably|something|neutral|like|black|or|gray"
"A second-hand or vintage mid-weight jacket, or one from a sustainable brand. ",2,"second|hand|or|vintage|mid|weight|jacket|or|one|from|sustainable|brand"
"I would need a laptop with a discreet video card.  A gaming laptop.",2,"would|need|laptop|with|discreet|video|card|gaming|laptop"
