sentence,label,tokens,bio_tags
help me gift,2,help|me|gift,
gift ideas,2,gift|ideas,
need something,2,need|something,
I want to order a gift card,2,want|to|order|gift|card,
Looking to buy gift voucher,2,looking|to|buy|gift|voucher,
Need gift certificate,2,need|gift|certificate,
Show me gift hampers,2,show|me|gift|hampers,
Want gift boxes,2,want|gift|boxes,
Looking for gift sets,2,looking|for|gift|sets,
Need combo gift packs,2,need|combo|gift|packs,
Show me gift bundles,2,show|me|gift|bundles,
Want curated gift collections,2,want|curated|gift|collections,
Looking for gift baskets,2,looking|for|gift|baskets,
Need assorted gift items,2,need|assorted|gift|items,
