"sentence","label","tokens","bio_tags"
"Show me the cheapest microwave you have",2,"show|me|the|cheapest|microwave|you|have","O|O|O|O|B|O|O"
"Do you guys sell extension cords",2,"do|you|guys|sell|extension|cords","O|O|O|O|B|I"
"I need a screwdriver hammer and some nails",2,"need|screwdriver|hammer|and|some|nails","O|B|B|O|O|B"
"Where can I find a measuring tape",2,"where|can|find|measuring|tape","O|O|O|B|I"
"I'm looking for gluten free pasta",2,"looking|for|gluten|free|pasta","O|O|B|I|I"
"Do you available stock of playstation 5",2,"do|you|available|stock|of|playstation","O|O|O|O|O|B"
"I need a replacement bulb for my lamp",2,"need|replacement|bulb|for|my|lamp","O|B|I|O|O|B"
"Can I buy a gift voucher",2,"can|buy|gift|voucher","O|O|B|I"
"Show me running shoes size 10",2,"show|me|running|shoes|size","O|O|B|I|O"
"Do you have fresh strawberries",2,"do|you|have|fresh|strawberries","O|O|O|B|I"
"I'm looking for a birthday cake",2,"looking|for|birthday|cake","O|O|B|I"
"I need a pair of jeans",2,"need|pair|of|jeans","O|O|O|B"
"Where are the bathroom scales",2,"where|are|the|bathroom|scales","O|O|O|B|I"
"Do you sell iphone chargers",2,"do|you|sell|iphone|chargers","O|O|O|B|I"
"I want to look at smartwatches",2,"want|to|look|at|smartwatches","O|O|O|O|B"
"I need some printing paper",2,"need|some|printing|paper","O|O|B|I"
"Do you have any board games for kids",2,"do|you|have|any|board|games|for|kids","O|O|O|O|B|I|O|O"
"Looking for camping gear like a tent or sleeping bag",2,"looking|for|camping|gear|like|tent|or|sleeping|bag","O|O|B|I|O|B|O|B|I"
"I need a new battery for my watch",2,"need|new|battery|for|my|watch","O|B|I|O|O|B"
"Show me sun glasses",2,"show|me|sun|glasses","O|O|B|I"
"Where can I find olive oil",2,"where|can|find|olive|oil","O|O|O|B|I"
"I need a mouse pad",2,"need|mouse|pad","O|B|I"
"Do you have any noise cancelling headphones in stock",2,"do|you|have|any|noise|cancelling|headphones|in|stock","O|O|O|O|B|I|I|O|O"
"I'm looking for a winter coat for my daughter",2,"looking|for|winter|coat|for|my|daughter","O|O|B|I|O|O|O"
"I need vitamin c supplements",2,"need|vitamin|supplements","O|B|I"
"Do you sell yoga mats",2,"do|you|sell|yoga|mats","O|O|O|B|I"
"Where are the cleaning supplies",2,"where|are|the|cleaning|supplies","O|O|O|B|I"
"I need a notebook and some pens",2,"need|notebook|and|some|pens","O|B|O|O|B"
"Show me electric toothbrushes",2,"show|me|electric|toothbrushes","O|O|B|I"
"Do you have any deals on laptops",2,"do|you|have|any|deals|on|laptops","O|O|O|O|O|O|B"
"I need a water filter pitcher",2,"need|water|filter|pitcher","O|B|I|I"
"I'm looking for a backpack",2,"looking|for|backpack","O|O|B"
"Do you sell potting soil",2,"do|you|sell|potting|soil","O|O|O|B|I"
"I need cat litter",2,"need|cat|litter","O|B|I"
"Show me 4k tvs",2,"show|me|tvs","O|O|B"
"Do you have air fryers",2,"do|you|have|air|fryers","O|O|O|B|I"
"Can you show me a diving mask and snorkel set",2,"can|you|show|me|diving|mask|and|snorkel|set","O|O|O|O|B|I|O|B|I"
"I need a HDMI cable",2,"need|hdmi|cable","O|B|I"
"Any deals on samsung phones right now",2,"any|deals|on|samsung|phones|right|now","O|O|O|B|I|O|O"
"I'm looking for a coffee machine",2,"looking|for|coffee|machine","O|O|B|I"
"Do you have vegan protein powder",2,"do|you|have|vegan|protein|powder","O|O|O|B|I|I"
"Where can I find dog treats",2,"where|can|find|dog|treats","O|O|O|B|I"
"I need a screen protector for my phone",2,"need|screen|protector|for|my|phone","O|B|I|O|O|B"
"Show me raincoats",2,"show|me|raincoats","O|O|B"
"Do you sell scented candles",2,"do|you|sell|scented|candles","O|O|O|B|I"
"I'm looking for a sturdy phone case",2,"looking|for|sturdy|phone|case","O|O|O|B|I"
"I need printer ink hp 65",2,"need|printer|ink|hp","O|B|I|I"
"Where are the baby diapers",2,"where|are|the|baby|diapers","O|O|O|B|I"
"Do you have any wireless keyboards",2,"do|you|have|any|wireless|keyboards","O|O|O|O|B|I"
"I need a padlock",2,"need|padlock","O|B"
"Show me hiking boots",2,"show|me|hiking|boots","O|O|B|I"
"Do you have cocoa powder",2,"do|you|have|cocoa|powder","O|O|O|B|I"
"I'm looking for a scarf",2,"looking|for|scarf","O|O|B"
"I need AA batteries",2,"need|aa|batteries","O|B|I"
"Where can I find a calculator",2,"where|can|find|calculator","O|O|O|B"
"Do you sell basketballs",2,"do|you|sell|basketballs","O|O|O|B"
"I need a hair dryer",2,"need|hair|dryer","O|B|I"
"Show me mens wallets",2,"show|me|mens|wallets","O|O|B|I"
"Do you have any gluten free bread",2,"do|you|have|any|gluten|free|bread","O|O|O|O|B|I|I"
"I'm looking for a plant pot",2,"looking|for|plant|pot","O|O|B|I"
"I need dish soap",2,"need|dish|soap","O|B|I"
"Where is the stationary aisle",2,"where|is|the|stationary|aisle","O|O|O|B|O"
"Do you have bluetooth speakers",2,"do|you|have|bluetooth|speakers","O|O|O|B|I"
"I need a first aid kit",2,"need|first|aid|kit","O|B|I|I"
"Show me perfumes",2,"show|me|perfumes","O|O|B"
"Do you sell dumbbells",2,"do|you|sell|dumbbells","O|O|O|B"
"I'm looking for a desk lamp",2,"looking|for|desk|lamp","O|O|B|I"
"I need paper towels",2,"need|paper|towels","O|B|I"
"Where can I find honey",2,"where|can|find|honey","O|O|O|B"
"Do you have a sewing kit",2,"do|you|have|sewing|kit","O|O|O|B|I"
"I need a usb drive",2,"need|usb|drive","O|B|I"
"Show me yoga pants",2,"show|me|yoga|pants","O|O|B|I"
"Do you sell paint brushes",2,"do|you|sell|paint|brushes","O|O|O|B|I"
"I'm looking for a picture frame",2,"looking|for|picture|frame","O|O|B|I"
"I need shampoo and conditioner",2,"need|shampoo|and|conditioner","O|B|O|B"
"Where are the energy drinks",2,"where|are|the|energy|drinks","O|O|O|B|I"
"Do you have any gaming mice",2,"do|you|have|any|gaming|mice","O|O|O|O|B|I"
"I need a flashlight",2,"need|flashlight","O|B"
"Show me blenders",2,"show|me|blenders","O|O|B"
"Do you sell garden hoses",2,"do|you|sell|garden|hoses","O|O|O|B|I"
"I'm looking for a tea kettle",2,"looking|for|tea|kettle","O|O|B|I"
"I need a can opener",2,"need|can|opener","O|B|I"
"Where can I find almond milk",2,"where|can|find|almond|milk","O|O|O|B|I"
"Do you have any sketchbooks",2,"do|you|have|any|sketchbooks","O|O|O|O|B"
"I need a pillow",2,"need|pillow","O|B"
"Show me wristwatches",2,"show|me|wristwatches","O|O|B"
"Do you sell car chargers",2,"do|you|sell|car|chargers","O|O|O|B|I"
"I'm looking for a laundry basket",2,"looking|for|laundry|basket","O|O|B|I"
"I need a ethernet cable",2,"need|ethernet|cable","O|B|I"
"Where are the surge protectors",2,"where|are|the|surge|protectors","O|O|O|B|I"
"Do you have any face masks",2,"do|you|have|any|face|masks","O|O|O|O|B|I"
"I need a stapler",2,"need|stapler","O|B"
"Show me smart bulbs",2,"show|me|smart|bulbs","O|O|B|I"
"Do you sell bicycle pumps",2,"do|you|sell|bicycle|pumps","O|O|O|B|I"
"I'm looking for a tool set",2,"looking|for|tool|set","O|O|B|I"
"I need shaving cream",2,"need|shaving|cream","O|B|I"
"Where can I find instant coffee",2,"where|can|find|instant|coffee","O|O|O|B|I"
"Do you have a thermal flask",2,"do|you|have|thermal|flask","O|O|O|B|I"
"I need a yoga block",2,"need|yoga|block","O|B|I"
"Show me bath towels",2,"show|me|bath|towels","O|O|B|I"
"Do you sell suitcases",2,"do|you|sell|suitcases","O|O|O|B"
"I'm looking for a digital camera",2,"looking|for|digital|camera","O|O|B|I"
"I need a memory card 64gb",2,"need|memory|card|gb","O|B|I|I"
"Where are the hair accessories",2,"where|are|the|hair|accessories","O|O|O|B|I"
"Do you have any fitness trackers",2,"do|you|have|any|fitness|trackers","O|O|O|O|B|I"
"I need a screwdriver set",2,"need|screwdriver|set","O|B|I"
"Show me wireless earbuds",2,"show|me|wireless|earbuds","O|O|B|I"
"Do you sell protein bars",2,"do|you|sell|protein|bars","O|O|O|B|I"
"I'm looking for a humidifier",2,"looking|for|humidifier","O|O|B"
"I need a shower curtain",2,"need|shower|curtain","O|B|I"
"Where can I find peanut butter",2,"where|can|find|peanut|butter","O|O|O|B|I"
"Do you have a wireless mouse",2,"do|you|have|wireless|mouse","O|O|O|B|I"
"I need a laptop stand",2,"need|laptop|stand","O|B|I"
"Show me gaming headsets",2,"show|me|gaming|headsets","O|O|B|I"
"Do you sell reusable water bottles",2,"do|you|sell|reusable|water|bottles","O|O|O|B|I|I"
"I'm looking for a rug for my living room",2,"looking|for|rug|for|my|living|room","O|O|B|O|O|O|O"
"I need a screwdriver",2,"need|screwdriver","O|B"
"Where are the light bulbs",2,"where|are|the|light|bulbs","O|O|O|B|I"
"Do you have any sun block",2,"do|you|have|any|sun|block","O|O|O|O|B|I"
"I need a micro usb cable",2,"need|micro|usb|cable","O|B|I|I"
"Show me electric shavers",2,"show|me|electric|shavers","O|O|B|I"
"Do you sell camping chairs",2,"do|you|sell|camping|chairs","O|O|O|B|I"
"I'm looking for a blender",2,"looking|for|blender","O|O|B"
"I need a food scale",2,"need|food|scale","O|B|I"
"Where can I find quinoa",2,"where|can|find|quinoa","O|O|O|B"
"Do you have a gym bag",2,"do|you|have|gym|bag","O|O|O|B|I"
"I need a power bank",2,"need|power|bank","O|B|I"
"Show me tablets",2,"show|me|tablets","O|O|B"
"Do you sell cat food",2,"do|you|sell|cat|food","O|O|O|B|I"
"I'm looking for a wall clock",2,"looking|for|wall|clock","O|O|B|I"
"I need a desk organizer",2,"need|desk|organizer","O|B|I"
"Where are the vitamins",2,"where|are|the|vitamins","O|O|O|B"
"Do you have any chocolate chips",2,"do|you|have|any|chocolate|chips","O|O|O|O|B|I"
"I need a baking sheet",2,"need|baking|sheet","O|B|I"
"Show me monitors",2,"show|me|monitors","O|O|B"
"Do you sell ethernet cables",2,"do|you|sell|ethernet|cables","O|O|O|B|I"
"I'm looking for a hair brush",2,"looking|for|hair|brush","O|O|B|I"
"I need toothpaste and a toothbrush",2,"need|toothpaste|and|toothbrush","O|B|O|B"
"Where is the organic milk",2,"where|is|the|organic|milk","O|O|O|B|I"
"Do you have any green tea",2,"do|you|have|any|green|tea","O|O|O|O|B|I"
"I'm looking for a sturdy umbrella",2,"looking|for|sturdy|umbrella","O|O|B|I"
"I need a notepads",2,"need|notepads","O|B"
"Show me the android phones",2,"show|me|the|android|phones","O|O|O|B|I"
"Do you sell wifi extenders",2,"do|you|sell|wifi|extenders","O|O|O|B|I"
"I need a 9 volt battery",2,"need|volt|battery","O|B|I"
"Where can I find frozen pizza",2,"where|can|find|frozen|pizza","O|O|O|B|I"
"Do you have any turmeric powder",2,"do|you|have|any|turmeric|powder","O|O|O|O|B|I"
"I need a lint roller",2,"need|lint|roller","O|B|I"
"Show me bean bag chairs",2,"show|me|bean|bag|chairs","O|O|B|I|I"
"Do you sell charcoal for grilling",2,"do|you|sell|charcoal|for|grilling","O|O|O|B|O|O"
"I'm looking for a sleeping mask",2,"looking|for|sleeping|mask","O|O|B|I"
"I need ear plugs",2,"need|ear|plugs","O|B|I"
"Where are the trash bags",2,"where|are|the|trash|bags","O|O|O|B|I"
"Do you have any sparkling water",2,"do|you|have|any|sparkling|water","O|O|O|O|B|I"
"I need a can of chickpeas",2,"need|can|of|chickpeas","O|O|O|B"
"Show me the lipstick shades",2,"show|me|the|lipstick|shades","O|O|O|B|I"
"Do you sell nail polish remover",2,"do|you|sell|nail|polish|remover","O|O|O|B|I|I"
"I'm looking for a measuring cup",2,"looking|for|measuring|cup","O|O|B|I"
"I need a whisk",2,"need|whisk","O|B"
"Where can I find tomato paste",2,"where|can|find|tomato|paste","O|O|O|B|I"
"Do you have any basil leaves",2,"do|you|have|any|basil|leaves","O|O|O|O|B|I"
"I need a glue stick",2,"need|glue|stick","O|B|I"
"Show me scissors",2,"show|me|scissors","O|O|B"
"Do you sell duct tape",2,"do|you|sell|duct|tape","O|O|O|B|I"
"I'm looking for a hammer",2,"looking|for|hammer","O|O|B"
"I need a wrench",2,"need|wrench","O|B"
"Where are the pliers",2,"where|are|the|pliers","O|O|O|B"
"Do you have any screws",2,"do|you|have|any|screws","O|O|O|O|B"
"I need a tape measure",2,"need|tape|measure","O|B|I"
"Show me the drill bits",2,"show|me|the|drill|bits","O|O|O|B|I"
"Do you sell sandpaper",2,"do|you|sell|sandpaper","O|O|O|B"
"I'm looking for a paint roller",2,"looking|for|paint|roller","O|O|B|I"
"I need a step ladder",2,"need|step|ladder","O|B|I"
"Where can I find wood glue",2,"where|can|find|wood|glue","O|O|O|B|I"
"Do you have any bungee cords",2,"do|you|have|any|bungee|cords","O|O|O|O|B|I"
"I need a flashlight batteries",2,"need|flashlight|batteries","O|B|I"
"Show me the led strips",2,"show|me|the|led|strips","O|O|O|B|I"
"Do you sell smart plugs",2,"do|you|sell|smart|plugs","O|O|O|B|I"
"I'm looking for a webcam",2,"looking|for|webcam","O|O|B"
"I need a microphone stand",2,"need|microphone|stand","O|B|I"
"Where are the guitar picks",2,"where|are|the|guitar|picks","O|O|O|B|I"
"Do you have any drum sticks",2,"do|you|have|any|drum|sticks","O|O|O|O|B|I"
"I need a violin string",2,"need|violin|string","O|B|I"
"Show me music stands",2,"show|me|music|stands","O|O|B|I"
"Do you sell metronomes",2,"do|you|sell|metronomes","O|O|O|B"
"I'm looking for a piano bench",2,"looking|for|piano|bench","O|O|B|I"
"I need a saxophone reed",2,"need|saxophone|reed","O|B|I"
"Where can I find a trumpet mute",2,"where|can|find|trumpet|mute","O|O|O|B|I"
"Do you have any clarinet cleaning kits",2,"do|you|have|any|clarinet|cleaning|kits","O|O|O|O|B|I|I"
"I need a flute case",2,"need|flute|case","O|B|I"
"Show me the mouthguards for boxing",2,"show|me|the|mouthguards|for|boxing","O|O|O|B|O|O"
"Do you sell shin guards",2,"do|you|sell|shin|guards","O|O|O|B|I"
"I'm looking for a soccer ball",2,"looking|for|soccer|ball","O|O|B|I"
"I need goalie gloves",2,"need|goalie|gloves","O|B|I"
"Where are the swim caps",2,"where|are|the|swim|caps","O|O|O|B|I"
"Do you have any nose clips for swimming",2,"do|you|have|any|nose|clips|for|swimming","O|O|O|O|B|I|O|O"
"I need a tennis racquet bag",2,"need|tennis|racquet|bag","O|B|I|I"
"Show me vibration dampeners",2,"show|me|vibration|dampeners","O|O|B|I"
"Do you sell squash balls",2,"do|you|sell|squash|balls","O|O|O|B|I"
"I'm looking for a badminton net",2,"looking|for|badminton|net","O|O|B|I"
"I need shuttlecocks feather ones",2,"need|shuttlecocks|feather|ones","O|B|I|O"
"Where can I find a cricket bat",2,"where|can|find|cricket|bat","O|O|O|B|I"
"Do you have any cricket balls",2,"do|you|have|any|cricket|balls","O|O|O|O|B|I"
"I need batting pads",2,"need|batting|pads","O|B|I"
"Show me a rugby ball",2,"show|me|rugby|ball","O|O|B|I"
"Do you sell hiking poles",2,"do|you|sell|hiking|poles","O|O|O|B|I"
"I'm looking for a hydration bladder",2,"looking|for|hydration|bladder","O|O|B|I"
"I need a compass for orienteering",2,"need|compass|for|orienteering","O|B|O|O"
"Where are the camping stoves",2,"where|are|the|camping|stoves","O|O|O|B|I"
"Do you have any propane canisters",2,"do|you|have|any|propane|canisters","O|O|O|O|B|I"
"I need a sleeping bag liner",2,"need|sleeping|bag|liner","O|B|I|I"
"Show me tent pegs",2,"show|me|tent|pegs","O|O|B|I"
"Do you sell mosquito nets",2,"do|you|sell|mosquito|nets","O|O|O|B|I"
"I'm looking for a travel towel",2,"looking|for|travel|towel","O|O|B|I"
"I need a dry bag",2,"need|dry|bag","O|B|I"
"Where can I find a carabiner",2,"where|can|find|carabiner","O|O|O|B"
"Do you have any climbing rope",2,"do|you|have|any|climbing|rope","O|O|O|O|B|I"
"I need a harness",2,"need|harness","O|B"
"Show me chalk bags",2,"show|me|chalk|bags","O|O|B|I"
"Do you sell belay devices",2,"do|you|sell|belay|devices","O|O|O|B|I"
"I'm looking for a helmet for climbing",2,"looking|for|helmet|for|climbing","O|O|B|O|O"
"I need ice axes",2,"need|ice|axes","O|B|I"
"Where are the crampons",2,"where|are|the|crampons","O|O|O|B"
"Do you have any snowshoes",2,"do|you|have|any|snowshoes","O|O|O|O|B"
"I need ski poles",2,"need|ski|poles","O|B|I"
"Show me snowboard boots",2,"show|me|snowboard|boots","O|O|B|I"
"Do you sell ski goggles",2,"do|you|sell|ski|goggles","O|O|O|B|I"
"I'm looking for thermal underwear",2,"looking|for|thermal|underwear","O|O|B|I"
"I need ski socks",2,"need|ski|socks","O|B|I"
"Where can I find hand warmers",2,"where|can|find|hand|warmers","O|O|O|B|I"
"Do you have any surf wax",2,"do|you|have|any|surf|wax","O|O|O|O|B|I"
"I need a surfboard leash",2,"need|surfboard|leash","O|B|I"
"Show me bodyboards",2,"show|me|bodyboards","O|O|B"
"Do you sell wetsuit cleaner",2,"do|you|sell|wetsuit|cleaner","O|O|O|B|I"
"I'm looking for a rash vest",2,"looking|for|rash|vest","O|O|B|I"
"I need swim goggles anti fog",2,"need|swim|goggles|anti|fog","O|B|I|O|O"
"Where are the diving fins",2,"where|are|the|diving|fins","O|O|O|B|I"
"Do you have any scuba tanks",2,"do|you|have|any|scuba|tanks","O|O|O|O|B|I"
"I need a regulator for diving",2,"need|regulator|for|diving","O|B|O|O"
"Show me buoyancy control devices",2,"show|me|buoyancy|control|devices","O|O|B|I|I"
"Do you sell dive computers",2,"do|you|sell|dive|computers","O|O|O|B|I"
"I'm looking for a fishing rod",2,"looking|for|fishing|rod","O|O|B|I"
"I need fishing line",2,"need|fishing|line","O|B|I"
"Where can I find fishing hooks",2,"where|can|find|fishing|hooks","O|O|O|B|I"
"Do you have any bait box",2,"do|you|have|any|bait|box","O|O|O|O|B|I"
"I need a tackle box",2,"need|tackle|box","O|B|I"
"Show me fishing lures",2,"show|me|fishing|lures","O|O|B|I"
"Do you sell fish finders",2,"do|you|sell|fish|finders","O|O|O|B|I"
"I'm looking for a kayak paddle",2,"looking|for|kayak|paddle","O|O|B|I"
"I need a life jacket",2,"need|life|jacket","O|B|I"
"Where are the canoe seats",2,"where|are|the|canoe|seats","O|O|O|B|I"
"Do you have any paddle board pumps",2,"do|you|have|any|paddle|board|pumps","O|O|O|O|B|I|I"
"I need a dry suit",2,"need|dry|suit","O|B|I"
"Show me sailing gloves",2,"show|me|sailing|gloves","O|O|B|I"
"Do you sell boat fenders",2,"do|you|sell|boat|fenders","O|O|O|B|I"
"I'm looking for a billiard cue",2,"looking|for|billiard|cue","O|O|B|I"
"I need billiard chalk",2,"need|billiard|chalk","O|B|I"
"Where can I find pool balls",2,"where|can|find|pool|balls","O|O|O|B|I"
"Do you have any dart boards",2,"do|you|have|any|dart|boards","O|O|O|O|B|I"
"I need darts sets",2,"need|darts|sets","O|B|I"
"Show me poker chips",2,"show|me|poker|chips","O|O|B|I"
"Do you sell playing cards",2,"do|you|sell|playing|cards","O|O|O|B|I"
"I'm looking for a chess set",2,"looking|for|chess|set","O|O|B|I"
"I need a chess clock",2,"need|chess|clock","O|B|I"
"Where are the board games strategy ones",2,"where|are|the|board|games|strategy|ones","O|O|O|B|I|O|O"
"Do you have any puzzles 1000 pieces",2,"do|you|have|any|puzzles|pieces","O|O|O|O|B|I"
"I need a rubiks cube",2,"need|rubiks|cube","O|B|I"
"Show me model paint",2,"show|me|model|paint","O|O|B|I"
"Do you sell model glue",2,"do|you|sell|model|glue","O|O|O|B|I"
"I'm looking for an easel",2,"looking|for|an|easel","O|O|O|B"
"I need canvas boards",2,"need|canvas|boards","O|B|I"
"Where can I find acrylic paint",2,"where|can|find|acrylic|paint","O|O|O|B|I"
"Do you have any oil paints",2,"do|you|have|any|oil|paints","O|O|O|O|B|I"
"I need watercolor paper",2,"need|watercolor|paper","O|B|I"
"Show me palette knives",2,"show|me|palette|knives","O|O|B|I"
"Do you sell charcoal sticks",2,"do|you|sell|charcoal|sticks","O|O|O|B|I"
"I'm looking for fixative spray",2,"looking|for|fixative|spray","O|O|B|I"
"I need knitting needles",2,"need|knitting|needles","O|B|I"
"Where are the yarn skeins",2,"where|are|the|yarn|skeins","O|O|O|B|I"
"Do you have any crochet hooks",2,"do|you|have|any|crochet|hooks","O|O|O|O|B|I"
"I need embroidery thread",2,"need|embroidery|thread","O|B|I"
"Show me cross stitch kits",2,"show|me|cross|stitch|kits","O|O|B|I|I"
"Do you sell sewing patterns",2,"do|you|sell|sewing|patterns","O|O|O|B|I"
"I'm looking for fabric scissors",2,"looking|for|fabric|scissors","O|O|B|I"
"I need a thimble",2,"need|thimble","O|B"
"Where can I find buttons",2,"where|can|find|buttons","O|O|O|B"
"Do you have any zippers",2,"do|you|have|any|zippers","O|O|O|O|B"
"I need a sewing machine needle",2,"need|sewing|machine|needle","O|B|I|I"
"Where are the fabric markers",2,"where|are|the|fabric|markers","O|O|O|B|I"
"Do you have any bias tape",2,"do|you|have|any|bias|tape","O|O|O|O|B|I"
"I need elastic bands",2,"need|elastic|bands","O|B|I"
"Show me interfacing fabric",2,"show|me|interfacing|fabric","O|O|B|I"
"Do you sell fusible web",2,"do|you|sell|fusible|web","O|O|O|B|I"
"I'm looking for a rotary cutter",2,"looking|for|rotary|cutter","O|O|B|I"
"I need cutting mats",2,"need|cutting|mats","O|B|I"
"Where can I find seam rippers",2,"where|can|find|seam|rippers","O|O|O|B|I"
"Do you have any pincushions",2,"do|you|have|any|pincushions","O|O|O|O|B"
"I need a dress form",2,"need|dress|form","O|B|I"
"Show me mannequins",2,"show|me|mannequins","O|O|B"
"Do you sell tailors chalk",2,"do|you|sell|tailors|chalk","O|O|O|B|I"
"I'm looking for a measuring tape for sewing",2,"looking|for|measuring|tape|for|sewing","O|O|B|I|O|O"
"I need a french curve ruler",2,"need|french|curve|ruler","O|B|I|I"
"Where are the pattern weights",2,"where|are|the|pattern|weights","O|O|O|B|I"
"Do you have any tracing paper",2,"do|you|have|any|tracing|paper","O|O|O|O|B|I"
"I need a light box for tracing",2,"need|light|box|for|tracing","O|B|I|O|O"
"Show me embroidery hoops",2,"show|me|embroidery|hoops","O|O|B|I"
"Do you sell needle threaders",2,"do|you|sell|needle|threaders","O|O|O|B|I"
"I'm looking for a yarn swift",2,"looking|for|yarn|swift","O|O|B|I"
"I need a ball winder",2,"need|ball|winder","O|B|I"
"Where can I find knitting markers",2,"where|can|find|knitting|markers","O|O|O|B|I"
"Do you have any cable needles",2,"do|you|have|any|cable|needles","O|O|O|O|B|I"
"I need a stitch holder",2,"need|stitch|holder","O|B|I"
"Show me darning needles",2,"show|me|darning|needles","O|O|B|I"
"Do you sell pom pom makers",2,"do|you|sell|pom|pom|makers","O|O|O|B|I|I"
"I'm looking for a loom",2,"looking|for|loom","O|O|B"
"I need weaving shuttles",2,"need|weaving|shuttles","O|B|I"
"Where are the spinning wheels",2,"where|are|the|spinning|wheels","O|O|O|B|I"
"Do you have any drop spindles",2,"do|you|have|any|drop|spindles","O|O|O|O|B|I"
"I need roving wool",2,"need|roving|wool","O|B|I"
"Show me felting needles",2,"show|me|felting|needles","O|O|B|I"
"Do you sell wet felting kits",2,"do|you|sell|wet|felting|kits","O|O|O|B|I|I"
"I'm looking for a spinning wheel oil",2,"looking|for|spinning|wheel|oil","O|O|B|I|I"
"I need a niddy noddy",2,"need|niddy|noddy","O|B|I"
"Where can I find a warping board",2,"where|can|find|warping|board","O|O|O|B|I"
"Do you have any heddle hooks",2,"do|you|have|any|heddle|hooks","O|O|O|O|B|I"
"I need a reed for weaving",2,"need|reed|for|weaving","O|B|O|O"
"Show me shuttle sticks",2,"show|me|shuttle|sticks","O|O|B|I"
"Do you sell bobbins",2,"do|you|sell|bobbins","O|O|O|B"
"I'm looking for a tapestry needle",2,"looking|for|tapestry|needle","O|O|B|I"
"I need a beading needle",2,"need|beading|needle","O|B|I"
"Where are the seed beads",2,"where|are|the|seed|beads","O|O|O|B|I"
"Do you have any crystal beads",2,"do|you|have|any|crystal|beads","O|O|O|O|B|I"
"I need jewelry wire",2,"need|jewelry|wire","O|B|I"
"Show me crimp beads",2,"show|me|crimp|beads","O|O|B|I"
"Do you sell jewelry pliers",2,"do|you|sell|jewelry|pliers","O|O|O|B|I"
"I'm looking for a bead board",2,"looking|for|bead|board","O|O|B|I"
"I need a clasp for necklace",2,"need|clasp|for|necklace","O|B|O|O"
"Where can I find earring hooks",2,"where|can|find|earring|hooks","O|O|O|B|I"
"Do you have any jump rings",2,"do|you|have|any|jump|rings","O|O|O|O|B|I"
"I need a chain nose pliers",2,"need|chain|nose|pliers","O|B|I|I"
"Where are the wire cutters",2,"where|are|the|wire|cutters","O|O|O|B|I"
"Do you have any bead caps",2,"do|you|have|any|bead|caps","O|O|O|O|B|I"
"I need a jewelry hammer",2,"need|jewelry|hammer","O|B|I"
"Show me ring mandrels",2,"show|me|ring|mandrels","O|O|B|I"
"Do you sell polishing cloths",2,"do|you|sell|polishing|cloths","O|O|O|B|I"
"I'm looking for a jewelry box",2,"looking|for|jewelry|box","O|O|B|I"
"I need a loupe for magnification",2,"need|loupe|for|magnification","O|B|O|O"
"Where can I find a soldering torch",2,"where|can|find|soldering|torch","O|O|O|B|I"
"Do you have any solder paste",2,"do|you|have|any|solder|paste","O|O|O|O|B|I"
"I need flux for soldering",2,"need|flux|for|soldering","O|B|O|O"
"Show me pickling solution",2,"show|me|pickling|solution","O|O|B|I"
"Do you sell annealing pans",2,"do|you|sell|annealing|pans","O|O|O|B|I"
"I'm looking for a rolling mill",2,"looking|for|rolling|mill","O|O|B|I"
"I need metal stamps",2,"need|metal|stamps","O|B|I"
"Where are the bench blocks",2,"where|are|the|bench|blocks","O|O|O|B|I"
"Do you have any ring clamps",2,"do|you|have|any|ring|clamps","O|O|O|O|B|I"
"I need a draw plate",2,"need|draw|plate","O|B|I"
"Show me metal files",2,"show|me|metal|files","O|O|B|I"
"Do you sell emery boards",2,"do|you|sell|emery|boards","O|O|O|B|I"
"I'm looking for a buffing wheel",2,"looking|for|buffing|wheel","O|O|B|I"
"I need polishing compound",2,"need|polishing|compound","O|B|I"
"Where can I find a tumbler for stones",2,"where|can|find|tumbler|for|stones","O|O|O|B|O|O"
"Do you have any cabochons",2,"do|you|have|any|cabochons","O|O|O|O|B"
"I need gemstone beads",2,"need|gemstone|beads","O|B|I"
"Show me faceted stones",2,"show|me|faceted|stones","O|O|B|I"
"Do you sell crystal points",2,"do|you|sell|crystal|points","O|O|O|B|I"
"I'm looking for a crystal grid",2,"looking|for|crystal|grid","O|O|B|I"
"I need sage bundles",2,"need|sage|bundles","O|B|I"
"Where are the tarot cards",2,"where|are|the|tarot|cards","O|O|O|B|I"
"Do you have any oracle decks",2,"do|you|have|any|oracle|decks","O|O|O|O|B|I"
"I need a pendulum",2,"need|pendulum","O|B"
"Show me runes set",2,"show|me|runes|set","O|O|B|I"
"Do you sell incense cones",2,"do|you|sell|incense|cones","O|O|O|B|I"
"I'm looking for a smudge stick",2,"looking|for|smudge|stick","O|O|B|I"
"I need a dream catcher",2,"need|dream|catcher","O|B|I"
"Where can I find a wind chime",2,"where|can|find|wind|chime","O|O|O|B|I"
"Do you have any fairy lights",2,"do|you|have|any|fairy|lights","O|O|O|O|B|I"
"I need a lava lamp",2,"need|lava|lamp","O|B|I"
"Show me lava rocks",2,"show|me|lava|rocks","O|O|B|I"
"Do you sell essential oils",2,"do|you|sell|essential|oils","O|O|O|B|I"
"I'm looking for a diffuser",2,"looking|for|diffuser","O|O|B"
"I need aromatherapy candles",2,"need|aromatherapy|candles","O|B|I"
"Where are the bath bombs",2,"where|are|the|bath|bombs","O|O|O|B|I"
"Do you have any bath salts",2,"do|you|have|any|bath|salts","O|O|O|O|B|I"
